#Points,,Rep 1,Rep 2,Rep 3,Rep 4,Rep 5,Rep 6,Rep 7,Rep 8,Rep 9,Rep 10,Rep 11,Rep 12,Rep 13,Rep 14,Rep 15,Rep 16,Rep 17,Rep 18,Rep 19,Rep 20,Rep 21,Rep 22,Rep 23,Rep 24,Rep 25,Rep 26,Rep 27,Rep 28,Rep 29,Rep 30,Rep 31,Rep 32,Rep 33,Rep 34,Rep 35,Rep 36,Rep 37,Rep 38,Rep 39,Rep 40,Rep 41,Rep 42,Rep 43,Rep 44,Rep 45,Rep 46,Rep 47,Rep 48,Rep 49,Rep 50,Rep 51,Rep 52,Rep 53,Rep 54,Rep 55,Rep 56,Rep 57,Rep 58,Rep 59,Rep 60,Rep 61,Rep 62,Rep 63,Rep 64,Rep 65,Rep 66,Rep 67,Rep 68,Rep 69,Rep 70,Rep 71,Rep 72,Rep 73,Rep 74,Rep 75,Rep 76,Rep 77,Rep 78,Rep 79,Rep 80,Rep 81,Rep 82,Rep 83,Rep 84,Rep 85,Rep 86,Rep 87,Rep 88,Rep 89,Rep 90,Rep 91,Rep 92,Rep 93,Rep 94,Rep 95,Rep 96,Rep 97,Rep 98,Rep 99,Rep 100
1000000,,25211,31513,23147,21435,22480,22023,23196,22513,21688,22830,22831,22208,23025,23037,22681,22853,23184,22677,23490,22425,22189,22127,23706,22724,22326,23380,22857,24925,22436,22283,22001,21983,22172,21870,22068,21989,22585,22251,21980,22251,22236,21855,65107,32258,23211,22804,23638,22831,22334,22792,22905,22677,23058,23367,23173,23209,22613,22871,22954,23213,23758,23596,22919,22918,23342,23308,22968,23350,23329,22811,22800,22956,23437,22735,23038,24161,22569,22705,23242,23194,23109,22700,22861,22979,66830,31749,21754,21471,22173,21634,22505,22650,21980,23943,22448,21963,21712,22160,22652,22188,22028,24677
10000000,,67822,72843,70250,70178,69758,79294,69590,70434,69477,69344,70540,69867,68324,149744,87570,71937,74606,73139,73077,72862,72135,76160,72898,73207,71531,75910,74532,75677,76224,73366,74174,77598,73517,71646,75860,75122,74619,166235,86204,70426,71291,73915,70248,73676,73992,85483,73585,72199,75586,70939,70251,70258,71123,70602,74726,73618,72513,71850,72839,70411,69342,152995,85836,71731,72146,70889,70056,69846,69258,69801,70886,73155,71735,75602,70175,70967,78514,70282,70955,71487,71125,70730,72013,71485,72549,148301,83835,72699,72441,72175,71321,70485,69274,78496,70580,71357,70131,72417,80564,73276,71474,71498,71067,77040,69768,76604,69269,72041,72203
