#Points,,Rep 1,Rep 2,Rep 3,Rep 4,Rep 5,Rep 6,Rep 7,Rep 8,Rep 9,Rep 10,Rep 11,Rep 12,Rep 13,Rep 14,Rep 15,Rep 16,Rep 17,Rep 18,Rep 19,Rep 20,Rep 21,Rep 22,Rep 23,Rep 24,Rep 25,Rep 26,Rep 27,Rep 28,Rep 29,Rep 30,Rep 31,Rep 32,Rep 33,Rep 34,Rep 35,Rep 36,Rep 37,Rep 38,Rep 39,Rep 40,Rep 41,Rep 42,Rep 43,Rep 44,Rep 45,Rep 46,Rep 47,Rep 48,Rep 49,Rep 50,Rep 51,Rep 52,Rep 53,Rep 54,Rep 55,Rep 56,Rep 57,Rep 58,Rep 59,Rep 60,Rep 61,Rep 62,Rep 63,Rep 64,Rep 65,Rep 66,Rep 67,Rep 68,Rep 69,Rep 70,Rep 71,Rep 72,Rep 73,Rep 74,Rep 75,Rep 76,Rep 77,Rep 78,Rep 79,Rep 80,Rep 81,Rep 82,Rep 83,Rep 84,Rep 85,Rep 86,Rep 87,Rep 88,Rep 89,Rep 90,Rep 91,Rep 92,Rep 93,Rep 94,Rep 95,Rep 96,Rep 97,Rep 98,Rep 99,Rep 100
1000000,,6960,6332,6573,6547,6552,6516,6615,6838,6425,6613,6797,6635,6677,7589,6531,6560,6496,6535,6786,7071,6534,6612,6567,6511,6488,6925,6497,7314,6910,6783,6658,6932,6401,6521,6897,6626,7424,6744,6438,6796,6477,6641,6598,6429,6569,6426,6366,6462,6359,6591,6443,6483,6637,6472,6441,6425,6413,6491,6753,6463,6491,7585,7758,6532,6423,6547,6468,6464,6443,6814,6867,6423,7595,6474,6505,6448,6544,6417,6458,6558,6433,6366,6389,6419,6563,6332,6639,6425,6256,6488,6543,6494,7455,7112,6429,6375,6317,6471,7799,6523,7705,6435
10000000,,51101,53515,52713,59204,51004,50976,51405,61973,50180,51597,51844,50234,50853,59898,52778,55500,56156,55898,56156,56091,55811,53476,54111,55698,56273,56722,55638,52859,59043,54180,52801,54875,54219,52827,66917,55608,55595,60599,54866,54101,53823,57730,54123,54328,54873,62792,53405,52941,52085,53368,52053,53270,56745,54289,52137,54501,54004,52937,57425,52193,51043,52602,55214,52518,52716,53909,53265,52952,53256,51210,52566,50656,53034,54957,51212,51621,51006,52233,52932,51154,50186,50842,52164,51067,51961,56719,50734,54916,56158,57172,53573,51715,50635,51968,51160,50730,51528,53768,52194,52396,50847,50037,50923,52073,51982,50313,60336,53434,51894
