#Points,,Rep 1,Rep 2,Rep 3,Rep 4,Rep 5,Rep 6,Rep 7,Rep 8,Rep 9,Rep 10,Rep 11,Rep 12,Rep 13,Rep 14,Rep 15,Rep 16,Rep 17,Rep 18,Rep 19,Rep 20,Rep 21,Rep 22,Rep 23,Rep 24,Rep 25,Rep 26,Rep 27,Rep 28,Rep 29,Rep 30,Rep 31,Rep 32,Rep 33,Rep 34,Rep 35,Rep 36,Rep 37,Rep 38,Rep 39,Rep 40,Rep 41,Rep 42,Rep 43,Rep 44,Rep 45,Rep 46,Rep 47,Rep 48,Rep 49,Rep 50,Rep 51,Rep 52,Rep 53,Rep 54,Rep 55,Rep 56,Rep 57,Rep 58,Rep 59,Rep 60,Rep 61,Rep 62,Rep 63,Rep 64,Rep 65,Rep 66,Rep 67,Rep 68,Rep 69,Rep 70,Rep 71,Rep 72,Rep 73,Rep 74,Rep 75,Rep 76,Rep 77,Rep 78,Rep 79,Rep 80,Rep 81,Rep 82,Rep 83,Rep 84,Rep 85,Rep 86,Rep 87,Rep 88,Rep 89,Rep 90,Rep 91,Rep 92,Rep 93,Rep 94,Rep 95,Rep 96,Rep 97,Rep 98,Rep 99,Rep 100
10000,,31776,24265,24178,24970,24322,30469,24707,23722,24282,23380,24241,22907,24438,27112,24918,25046,24841,25182,23698,25541,25035,27010,25754,24870,24696,24061,24862,26993,25853,25606,26144,26434,27039,26734,26067,24800,25098,23306,24416,24571,24951,26296,25321,30131,25389,25163,25674,25362,24018,24950,24674,25249,25309,24253,24950,24202,24942,23789,26141,25243,25499,25026,25809,24278,26328,24020,23674,25626,26126,25122,24135,24934,26288,24793,24154,24653,26806,24569,25349,24898,25693,24037,23924,23119,24992,25852,25383,24249,23269,25374,26457,26483,30665,25499,29787,24992,25177,24497,24839,26450
100000,,144314,153820,152563,152570,154174,155977,158434,149185,154812,152209,158231,162313,156752,157185,154404,152778,152985,155536,159967,159024,157097,154641,153127,155171,155753,156732,166644,154714,651805,152935,154315,152922,154276,155085,156270,157833,155333,154571,155131,153952,155111,154610,154121,152896,154727,151986,155842,155996,152549,155085,153196,154998,155886,155535,155837,155056,157637,153092,153568,155862,159867,151664,156104,156279,152675,151883,158401,152755,155593,213508,153409,156406,153676,155531,154383,154170,153404,155167,155876,151307,151014,157105,154790,152440,155489,156057,154323,154264,156125,148321,160965,154839,152650,154972,154214,152727,155038,155638,151372,155271
1000000,,420844,433659,436735,423496,429622,435094,437880,419565,432898,424102,434222,625448,762582,420056,422832,419999,433942,444926,455357,435273,428625,442788,431783,617431,759985,437009,443374,431695,426563,420339,430624,438516,451588,439262,441114,580937,678276,446591,438077,454866,436142,452051,428014,428797,454122,438936,436940,446089,443867,449591,452686,448598,442529,614972,1118465,446560,434786,437598,446448,443167,436251,446406,443281,436870,448597,638125,1332024,448486,458680,450224,439007,447031,436868,440822,449957,460337,446461,582045,1030978,453782,453402,452995,442507,454971,429600,444288,450942,443478,421892,447012,447549,452910,445888,441228,433470,1056821,630915,440497,448877,430061,437801,449676
10000000,,757648,759541,774675,1400950,774803,768018,802993,773102,780823,786923,1595308,850959,778422,771047,785078,784493,785800,773678,806361,1634469,951331,784830,778077,799937,779225,838422,1272522,952497,797899,793407,812025,796900,838280,1234050,1007055,846267,805236,761046,779715,768242,791146,788423,805265,1442852,1198522,772562,808771,786939,824728,784802,977732,962178,776347,795280,793028,793228,791101,959960,897391,801751,787576,749336,767145,758583,747396,737338,808488,1408755,978987,765702,760382,777308,770763,806353,1425502,827331,783223,776304,774031,783113,840234,1291965,1028760,837095,770618,731629,756189,751514,754908,770227,736357,1359220,843117,757205,771954,762768,774922,767782,2029001,913888,773453,771568,768157,780603,774190,1108320,920086,789274,759949
