#Points,,Rep 1,Rep 2,Rep 3,Rep 4,Rep 5,Rep 6,Rep 7,Rep 8,Rep 9,Rep 10,Rep 11,Rep 12,Rep 13,Rep 14,Rep 15,Rep 16,Rep 17,Rep 18,Rep 19,Rep 20,Rep 21,Rep 22,Rep 23,Rep 24,Rep 25,Rep 26,Rep 27,Rep 28,Rep 29,Rep 30,Rep 31,Rep 32,Rep 33,Rep 34,Rep 35,Rep 36,Rep 37,Rep 38,Rep 39,Rep 40,Rep 41,Rep 42,Rep 43,Rep 44,Rep 45,Rep 46,Rep 47,Rep 48,Rep 49,Rep 50,Rep 51,Rep 52,Rep 53,Rep 54,Rep 55,Rep 56,Rep 57,Rep 58,Rep 59,Rep 60,Rep 61,Rep 62,Rep 63,Rep 64,Rep 65,Rep 66,Rep 67,Rep 68,Rep 69,Rep 70,Rep 71,Rep 72,Rep 73,Rep 74,Rep 75,Rep 76,Rep 77,Rep 78,Rep 79,Rep 80,Rep 81,Rep 82,Rep 83,Rep 84,Rep 85,Rep 86,Rep 87,Rep 88,Rep 89,Rep 90,Rep 91,Rep 92,Rep 93,Rep 94,Rep 95,Rep 96,Rep 97,Rep 98,Rep 99,Rep 100
1000000,,404189,351158,363971,369783,387329,395206,394680,381891,392811,385584,395525,386611,386992,397070,397711,402539,389781,393436,416555,398475,393511,375420,395139,394847,403000,394286,399551,398083,388465,382850,414415,392143,408581,408877,405451,405735,401790,404594,395892,399615,362160,310159,352285,352873,380507,377311,396986,389561,388180,371569,352939,359512,408800,388336,390690,371921,396262,398594,388080,393608,388823,395210,392082,385727,406178,412458,372417,390165,400758,394076,396969,395786,378409,392599,387739,404962,397710,392213,422993,397309,394732,390230,368032,346265,346523,410459,358111,398062,367185,393226,390790,368471,341013,401408,380682,379836,355976,393669,388349,399948
10000000,,540099,541354,552499,597595,539091,548011,553316,562669,545312,552597,524516,558448,548765,535677,553486,556220,546471,562134,546849,550363,550127,549938,556919,554133,544538,552187,597581,549372,557016,548108,557245,549555,552902,549778,559294,548596,745803,524246,546221,553972,559619,566051,542470,557768,554110,539795,545199,555777,544894,594598,582734,553187,551302,555168,554067,550371,565604,573027,562435,551156,818507,536531,553971,550327,552394,558393,568539,579101,563782,579271,549960,544089,564754,547371,578228,573111,558599,558671,553472,558749,558511,555322,565029,569387,752734,554918,550445,554730,543775,552374,551911,583990,568614,555422,556076,561640,557700,555134,563966,558824,559518,564616,571417,557931,557172,576434,559114,562831
