#Points,,Rep 1,Rep 2,Rep 3,Rep 4,Rep 5,Rep 6,Rep 7,Rep 8,Rep 9,Rep 10,Rep 11,Rep 12,Rep 13,Rep 14,Rep 15,Rep 16,Rep 17,Rep 18,Rep 19,Rep 20,Rep 21,Rep 22,Rep 23,Rep 24,Rep 25,Rep 26,Rep 27,Rep 28,Rep 29,Rep 30,Rep 31,Rep 32,Rep 33,Rep 34,Rep 35,Rep 36,Rep 37,Rep 38,Rep 39,Rep 40,Rep 41,Rep 42,Rep 43,Rep 44,Rep 45,Rep 46,Rep 47,Rep 48,Rep 49,Rep 50,Rep 51,Rep 52,Rep 53,Rep 54,Rep 55,Rep 56,Rep 57,Rep 58,Rep 59,Rep 60,Rep 61,Rep 62,Rep 63,Rep 64,Rep 65,Rep 66,Rep 67,Rep 68,Rep 69,Rep 70,Rep 71,Rep 72,Rep 73,Rep 74,Rep 75,Rep 76,Rep 77,Rep 78,Rep 79,Rep 80,Rep 81,Rep 82,Rep 83,Rep 84,Rep 85,Rep 86,Rep 87,Rep 88,Rep 89,Rep 90,Rep 91,Rep 92,Rep 93,Rep 94,Rep 95,Rep 96,Rep 97,Rep 98,Rep 99,Rep 100
10000,,827,971,930,1005,956,967,963,873,993,956,950,935,961,975,978,898,1021,967,979,1100,960,1087,1078,1113,1108,970,1099,987,976,962,915,978,919,992,1134,963,953,1004,959,991,980,956,906,985,983,969,985,1008,962,1141,1020,960,987,1002,1066,960,991,946,946,1124,950,1007,968,1120,1075,996,924,996,981,991,951,906,970,994,950,973,1006,964,991,971,1000,1011,983,947,976,944,983,1157,1031,973,883,979,997,917,971,972,1081,925,1101,939
100000,,2156,1815,1781,1779,2017,1770,1745,2072,1759,1762,1764,1939,1962,1894,1911,2149,1792,1779,1877,1997,1796,2011,1900,1945,1953,1827,1948,1944,1766,1935,1919,1945,2192,2053,1929,1966,2225,2087,1952,1934,1932,1816,2052,2181,2043,2013,1785,1765,1943,2004,1848,1760,2099,1803,1914,1804,2169,1798,1943,1879,1912,1781,1777,1918,2018,1794,1960,1788,1774,1740,1812,1983,1856,1787,1753,1778,1920,1846,1771,1823,1764,1924,1909,1762,2301,2144,1912,1769,1785,1760,1995,1809,1767,1772,1819,1828,1808,1783,1809,2093
1000000,,4955,4600,4456,4847,5288,4466,5333,4716,5324,4547,5494,4498,4605,4979,5293,4696,4545,4470,5928,4843,4966,5204,5522,5156,5072,5252,4543,4633,5138,4985,5593,4796,4386,4552,4516,4663,5237,4640,5748,4465,4695,5158,5243,5170,4598,4638,4547,5366,4960,5292,5292,5121,5308,4596,4634,4539,5072,4425,4864,4477,4861,4649,4854,4426,5413,4743,4482,5188,4542,5706,4759,5017,4533,5819,5090,5595,4682,5253,4867,5344,4594,4794,4582,4831,5001,4684,4497,5399,4550,4476,5351,4628,5201,4509,4482,5065,4568,4559,5478,4615,5687,6170
10000000,,8691,7346,9167,8759,7595,8483,8746,8028,7671,8478,8092,7749,7976,8558,7588,8038,8078,9230,7873,8201,8492,8153,7856,8442,8219,9231,7892,7990,8053,8113,8835,8119,8175,8365,7776,9536,8358,8420,7827,7894,9994,7903,8128,7911,8167,7785,9390,7901,8486,7881,8825,8164,8225,8073,8121,7615,8240,8705,7962,8023,8148,8728,7216,7853,8094,7794,7926,8081,7592,9279,8005,8141,9532,9624,7944,8162,8118,8118,8997,8128,8354,8289,7981,7971,8086,8728,7520,8119,8090,7709,7776,7964,7764,7765,8814,8289,7821,8929,8298,8327,9225,8445,8149,8253,7914,8080,7960,8117,8678
