#Points,,Rep 1,Rep 2,Rep 3,Rep 4,Rep 5,Rep 6,Rep 7,Rep 8,Rep 9,Rep 10,Rep 11,Rep 12,Rep 13,Rep 14,Rep 15,Rep 16,Rep 17,Rep 18,Rep 19,Rep 20,Rep 21,Rep 22,Rep 23,Rep 24,Rep 25,Rep 26,Rep 27,Rep 28,Rep 29,Rep 30,Rep 31,Rep 32,Rep 33,Rep 34,Rep 35,Rep 36,Rep 37,Rep 38,Rep 39,Rep 40,Rep 41,Rep 42,Rep 43,Rep 44,Rep 45,Rep 46,Rep 47,Rep 48,Rep 49,Rep 50,Rep 51,Rep 52,Rep 53,Rep 54,Rep 55,Rep 56,Rep 57,Rep 58,Rep 59,Rep 60,Rep 61,Rep 62,Rep 63,Rep 64,Rep 65,Rep 66,Rep 67,Rep 68,Rep 69,Rep 70,Rep 71,Rep 72,Rep 73,Rep 74,Rep 75,Rep 76,Rep 77,Rep 78,Rep 79,Rep 80,Rep 81,Rep 82,Rep 83,Rep 84,Rep 85,Rep 86,Rep 87,Rep 88,Rep 89,Rep 90,Rep 91,Rep 92,Rep 93,Rep 94,Rep 95,Rep 96,Rep 97,Rep 98,Rep 99,Rep 100
1000000,,11083,188126,9465,130983,10580,161841,108610,144066,92671,118692,88970,119011,112714,96869,97806,79450,104967,167709,52718,86970,96146,152359,106331,77866,97393,92916,79286,48448,110099,99181,10114,149617,9738,57793,9543,11667,11082,9372,10453,107321,87022,151849,169573,149221,134712,10129,185848,129741,175472,96047,162188,119540,134813,99176,139850,76421,132569,123515,96088,112012,105385,101027,74515,105611,75842,126787,59234,88901,74915,84262,85998,40611,143172,11085,124710,10092,9764,99860,9802,9845,113891,101503,10612,136936,13160,10218,107261,10412,158989,16605,116221,107971,13261,120274,109944,107185,103875,9961,88479,116227
10000000,,38982,37847,23156,37032,39224,37650,39387,37537,38721,36450,39643,38043,37935,23016,38549,37885,37772,37864,37729,37656,37323,37830,37719,38350,37708,37613,38244,38985,37337,37456,36862,37961,38506,37770,36937,37984,39284,37994,39677,37324,37774,37449,38793,37382,40173,37836,37752,37807,37578,37113,37775,38721,37765,38495,39041,37673,37950,39071,37387,23711,38077,37394,38496,40050,37894,38786,38806,36507,37991,38560,38971,38953,38832,38374,36373,37183,37516,28108,37676,37811,38295,38850,24354,30244,38145,38251,37953,38258,37091,38315,37927,38257,39131,38531,37312,37633,38257,37172,38434,39076,38055,38160,23630,38609,37427
