#Points,,Rep 1,Rep 2,Rep 3,Rep 4,Rep 5,Rep 6,Rep 7,Rep 8,Rep 9,Rep 10,Rep 11,Rep 12,Rep 13,Rep 14,Rep 15,Rep 16,Rep 17,Rep 18,Rep 19,Rep 20,Rep 21,Rep 22,Rep 23,Rep 24,Rep 25,Rep 26,Rep 27,Rep 28,Rep 29,Rep 30,Rep 31,Rep 32,Rep 33,Rep 34,Rep 35,Rep 36,Rep 37,Rep 38,Rep 39,Rep 40,Rep 41,Rep 42,Rep 43,Rep 44,Rep 45,Rep 46,Rep 47,Rep 48,Rep 49,Rep 50,Rep 51,Rep 52,Rep 53,Rep 54,Rep 55,Rep 56,Rep 57,Rep 58,Rep 59,Rep 60,Rep 61,Rep 62,Rep 63,Rep 64,Rep 65,Rep 66,Rep 67,Rep 68,Rep 69,Rep 70,Rep 71,Rep 72,Rep 73,Rep 74,Rep 75,Rep 76,Rep 77,Rep 78,Rep 79,Rep 80,Rep 81,Rep 82,Rep 83,Rep 84,Rep 85,Rep 86,Rep 87,Rep 88,Rep 89,Rep 90,Rep 91,Rep 92,Rep 93,Rep 94,Rep 95,Rep 96,Rep 97,Rep 98,Rep 99,Rep 100
1000000,,1160207,1150211,1334001,1088131,1362882,1171413,1097825,1095557,1210293,1060241,1241040,1283007,1297461,1171193,1244975,1298294,1053575,989035,1151494,1099172,1168140,1203698,1136541,1195208,1369650,1129215,1108545,1275447,1159330,1327900,1206555,983576,1130233,1240478,1245469,1347487,1155542,1174662,1194066,1153549,1108035,1156846,1212286,1126870,1183366,1265766,1072948,1062698,1127801,1148650,1084867,1068896,1131361,1150657,1100913,1152392,1154255,1165025,1102047,1224248,1282848,1114721,1065250,1117665,1088112,1217836,1154820,1163026,1102398,1291428,1094311,1290519,1134600,1262951,1239327,1225001,1105727,1139631,1227434,1131193,1045869,1135956,1156684,1116441,1305166,1259194,941697,1248733,1007095,1155196,1088128,1098779,1171339,1135222,1128710,1056563,1180727,1085294,1203901,1060704
10000000,,1412236,1299626,1275254,1360707,1280046,1417403,1283080,1325390,1279626,1376299,1321634,1380034,1379270,1407983,1381211,1303084,1354309,1345110,1269953,1301620,1397587,1356765,1300359,1281951,1441518,1318132,1348072,1509439,1346901,1396550,1347844,1234220,1391942,1271578,1460736,1313023,1594414,1455904,1318353,1367297,1293583,1283256,1409327,1327475,1361503,1538251,1400899,1218156,1319105,1442855,1298775,1334427,1273890,1192136,1191988,1264020,1339350,1281468,1410261,1476704,1371022,1306911,1365850,1283722,1294393,1271211,1291423,1351218,1360404,1413316,1280095,1397107,1420113,1254981,1198736,1405898,1313489,1295025,1254310,1233938,1255501,1267113,1488629,1347278,1562284,1391960,1349158,1383396,1422490,1321971,1345767,1240413,1435506,1522812,1381716,1402665,1232251,1348121,1253124,1394480,1339714,1251802,1321076,1234951,1305999
