#Points,,Rep 1,Rep 2,Rep 3,Rep 4,Rep 5,Rep 6,Rep 7,Rep 8,Rep 9,Rep 10,Rep 11,Rep 12,Rep 13,Rep 14,Rep 15,Rep 16,Rep 17,Rep 18,Rep 19,Rep 20,Rep 21,Rep 22,Rep 23,Rep 24,Rep 25,Rep 26,Rep 27,Rep 28,Rep 29,Rep 30,Rep 31,Rep 32,Rep 33,Rep 34,Rep 35,Rep 36,Rep 37,Rep 38,Rep 39,Rep 40,Rep 41,Rep 42,Rep 43,Rep 44,Rep 45,Rep 46,Rep 47,Rep 48,Rep 49,Rep 50,Rep 51,Rep 52,Rep 53,Rep 54,Rep 55,Rep 56,Rep 57,Rep 58,Rep 59,Rep 60,Rep 61,Rep 62,Rep 63,Rep 64,Rep 65,Rep 66,Rep 67,Rep 68,Rep 69,Rep 70,Rep 71,Rep 72,Rep 73,Rep 74,Rep 75,Rep 76,Rep 77,Rep 78,Rep 79,Rep 80,Rep 81,Rep 82,Rep 83,Rep 84,Rep 85,Rep 86,Rep 87,Rep 88,Rep 89,Rep 90,Rep 91,Rep 92,Rep 93,Rep 94,Rep 95,Rep 96,Rep 97,Rep 98,Rep 99,Rep 100
1000000,,411038,415823,419271,422643,413817,407983,407451,419709,406117,414018,409297,409741,416025,418720,409785,413835,401557,406978,428110,412604,405408,388131,409132,406025,414180,405769,410853,408946,399521,410264,420788,403638,415164,420497,412643,412644,413329,417968,407096,411060,407675,403785,408097,408583,399748,413078,411120,401017,401292,406329,411074,403715,420199,400974,410084,418210,407515,410390,398900,405877,399589,408909,405322,399102,417435,423849,406654,407429,412148,406497,411010,407018,402983,399079,399098,411218,403835,403242,429352,403301,408235,401126,377342,397215,394892,417257,411190,404236,400213,406045,404733,403501,404607,412791,393966,403173,403992,399687,399722,410782
10000000,,591028,590048,601820,647296,588071,596778,602248,611592,593967,600629,584967,607281,598000,589558,603021,606249,596104,610439,596542,604020,599208,598787,606514,603331,594587,601771,647008,608659,606864,596921,606913,598632,603659,598324,607840,597334,795048,577887,596282,604424,609714,615368,591757,606890,604762,589770,595828,605990,595593,644727,633324,602966,603925,604065,604437,600399,615568,631342,612546,601592,871831,590941,603845,601745,602354,606624,616963,628385,612123,628099,599190,593799,611995,597032,625696,622432,607624,608441,602704,607165,606855,604122,613952,618904,802509,605140,599899,604021,594272,600637,600189,634142,617886,607300,603984,609759,605344,604698,614378,607227,609091,614334,620644,607174,604849,624556,608386,613342
