#Points,,Rep 1,Rep 2,Rep 3,Rep 4,Rep 5,Rep 6,Rep 7,Rep 8,Rep 9,Rep 10,Rep 11,Rep 12,Rep 13,Rep 14,Rep 15,Rep 16,Rep 17,Rep 18,Rep 19,Rep 20,Rep 21,Rep 22,Rep 23,Rep 24,Rep 25,Rep 26,Rep 27,Rep 28,Rep 29,Rep 30,Rep 31,Rep 32,Rep 33,Rep 34,Rep 35,Rep 36,Rep 37,Rep 38,Rep 39,Rep 40,Rep 41,Rep 42,Rep 43,Rep 44,Rep 45,Rep 46,Rep 47,Rep 48,Rep 49,Rep 50,Rep 51,Rep 52,Rep 53,Rep 54,Rep 55,Rep 56,Rep 57,Rep 58,Rep 59,Rep 60,Rep 61,Rep 62,Rep 63,Rep 64,Rep 65,Rep 66,Rep 67,Rep 68,Rep 69,Rep 70,Rep 71,Rep 72,Rep 73,Rep 74,Rep 75,Rep 76,Rep 77,Rep 78,Rep 79,Rep 80,Rep 81,Rep 82,Rep 83,Rep 84,Rep 85,Rep 86,Rep 87,Rep 88,Rep 89,Rep 90,Rep 91,Rep 92,Rep 93,Rep 94,Rep 95,Rep 96,Rep 97,Rep 98,Rep 99,Rep 100
10000,,5824,5491,5568,5513,5572,5563,5624,5560,5566,5552,5706,5606,5620,5675,5610,5633,5680,5443,5926,6136,5781,5527,5563,5920,5753,6168,6047,5788,5770,5703,6080,5880,5615,5591,5744,5544,5729,5788,5626,5810,5677,5667,5683,5686,5509,5928,5934,5938,5682,5738,5742,5683,5705,5611,5722,5759,5776,5929,5777,5754,5666,5782,5818,5782,5630,5672,5845,5788,5771,5915,5975,6310,5654,5853,5938,5642,5631,5944,5878,5642,5659,5872,6057,5603,5812,5655,5966,5884,6065,5653,5691,5810,5565,5802,5720,5977,5716,5810,6250,6285
100000,,6247,5804,5985,6512,5981,5888,6108,5981,5933,6128,6200,6122,6028,6012,6179,5884,5893,5988,6079,5864,6066,6501,6076,6018,5902,5933,5926,5921,6087,6346,6166,5989,6120,6354,5948,6065,6164,5966,6499,5866,5778,5930,5895,6223,6015,5892,6279,6060,6009,6237,6007,5840,5948,6154,6040,5926,5942,5853,6105,6146,5899,6199,6106,5913,6065,6096,5821,6278,5832,5920,6063,5959,5852,5841,5936,6045,5894,6101,6037,6142,5817,5978,5993,5912,5955,5964,6112,6026,5815,5981,6178,6189,6289,6035,5900,6067,5886,6520,6025,6547
1000000,,7104,6735,6907,6810,6859,6850,6844,6875,6772,6852,6747,6837,6866,6929,6788,6748,6770,6825,6794,6738,6813,6821,6712,6730,6716,7252,6765,6752,6723,6858,6939,6821,6798,6774,6794,6795,6773,6750,6781,6792,6783,6819,6823,6794,6846,6757,6726,6801,6816,6731,6845,6814,6879,6798,6790,6816,6787,6879,6855,6804,6825,6795,6847,6811,6861,6837,6760,6812,6845,6741,6831,6885,6740,6808,6841,7266,6743,6851,6793,6733,6791,6788,6784,6842,6825,6870,6836,6789,6726,6746,6771,6904,6863,6789,6720,6794,6729,6831,6774,6795
10000000,,7285,7097,7298,6999,6999,7025,7037,7227,7152,7246,6997,7513,6946,7283,7128,7326,7015,7128,7002,7172,7247,7186,6969,7071,7231,7105,7487,7228,6976,7058,7172,7120,7152,7065,6990,7087,7283,7018,7142,6970,6906,7163,7369,7338,6945,7079,7564,7062,7000,7408
