#Points,,Rep 1,Rep 2,Rep 3,Rep 4,Rep 5,Rep 6,Rep 7,Rep 8,Rep 9,Rep 10,Rep 11,Rep 12,Rep 13,Rep 14,Rep 15,Rep 16,Rep 17,Rep 18,Rep 19,Rep 20,Rep 21,Rep 22,Rep 23,Rep 24,Rep 25,Rep 26,Rep 27,Rep 28,Rep 29,Rep 30,Rep 31,Rep 32,Rep 33,Rep 34,Rep 35,Rep 36,Rep 37,Rep 38,Rep 39,Rep 40,Rep 41,Rep 42,Rep 43,Rep 44,Rep 45,Rep 46,Rep 47,Rep 48,Rep 49,Rep 50,Rep 51,Rep 52,Rep 53,Rep 54,Rep 55,Rep 56,Rep 57,Rep 58,Rep 59,Rep 60,Rep 61,Rep 62,Rep 63,Rep 64,Rep 65,Rep 66,Rep 67,Rep 68,Rep 69,Rep 70,Rep 71,Rep 72,Rep 73,Rep 74,Rep 75,Rep 76,Rep 77,Rep 78,Rep 79,Rep 80,Rep 81,Rep 82,Rep 83,Rep 84,Rep 85,Rep 86,Rep 87,Rep 88,Rep 89,Rep 90,Rep 91,Rep 92,Rep 93,Rep 94,Rep 95,Rep 96,Rep 97,Rep 98,Rep 99,Rep 100
10000,,1171,692,1874,668,1976,2015,694,928,695,683,683,680,2067,2157,690,696,1929,674,695,2077,732,727,2075,716,759,746,2335,2311,732,2241,857,708,1086,1475,2134,847,2253,752,726,2083,2136,763,2207,705,731,1678,861,827,920,1617,768,747,869,2240,722,724,763,861,1581,723,717,1234,761,1464,2101,734,1439,760,835,742,2293,731,881,939,2091,832,721,852,2175,1490,724,753,1945,708,761,2388,831,2268,750,894,2145,1998,723,2082,755,723,1656,1262,1777,720
100000,,2712,2727,3639,2840,2640,2990,2757,2854,2797,3476,3451,3257,3017,2860,2905,2681,3059,2851,2919,2782,2760,2745,3127,2968,2757,2874,2727,2853,2895,3151,2788,3062,2965,3397,3063,2961,2846,2838,2693,2970,2895,2755,2796,2754,2958,2778,2850,2853,2817,2757,2774,2699,2942,3022,3051,3202,2805,2936,2938,3012,2872,2891,2700,2957,2882,2814,2888,2672,2806,2800,2852,2786,2782,2805,2909,2894,2780,2908,3045,2816,2762,2944,2694,2923,2772,2738,2759,2789,2819,2785,2869,2746,2966,2734,2691,3547,2658,2707,2903,2869
1000000,,41637,8047,8094,8088,8071,8100,8220,8089,8113,8065,8025,8092,8329,8061,8018,8027,8108,8091,8048,8148,8222,7886,8081,8069,8127,9971,8094,8172,8126,8170,7842,8103,8101,8087,8084,8009,8052,8092,8131,7811,8110,8099,8083,8439,8067,8105,8173,8035,8205,8024,8335,8103,8083,8087,8078,8182,8061,8021,8042,8041,8021,8068,8361,8153,8093,8054,8041,8063,8014,8086,8064,8076,8043,8060,8091,10006,8094,8197,8095,8130,8054,8935,8295,8132,8115,9504,8045,8053,8074,8131,8229,8049,8068,8095,8237,8112,8069,8006,7997,8163
10000000,,70601,70455,70429,70581,70506,70567,70623,70496,70476,70509,70728,70587,70930,70387,70722,83813,70437,70437,70493,70572,72686,70364,70486,70527,73263,70740,70626,70414,70638,70678,70600,70466,70333,70616,79092,70755,70439,70528,70511,70559,70377,70506,70606,70435,70401,70689,79747,70428,70379,70663
