#Points,,Rep 1,Rep 2,Rep 3,Rep 4,Rep 5,Rep 6,Rep 7,Rep 8,Rep 9,Rep 10,Rep 11,Rep 12,Rep 13,Rep 14,Rep 15,Rep 16,Rep 17,Rep 18,Rep 19,Rep 20,Rep 21,Rep 22,Rep 23,Rep 24,Rep 25,Rep 26,Rep 27,Rep 28,Rep 29,Rep 30,Rep 31,Rep 32,Rep 33,Rep 34,Rep 35,Rep 36,Rep 37,Rep 38,Rep 39,Rep 40,Rep 41,Rep 42,Rep 43,Rep 44,Rep 45,Rep 46,Rep 47,Rep 48,Rep 49,Rep 50,Rep 51,Rep 52,Rep 53,Rep 54,Rep 55,Rep 56,Rep 57,Rep 58,Rep 59,Rep 60,Rep 61,Rep 62,Rep 63,Rep 64,Rep 65,Rep 66,Rep 67,Rep 68,Rep 69,Rep 70,Rep 71,Rep 72,Rep 73,Rep 74,Rep 75,Rep 76,Rep 77,Rep 78,Rep 79,Rep 80,Rep 81,Rep 82,Rep 83,Rep 84,Rep 85,Rep 86,Rep 87,Rep 88,Rep 89,Rep 90,Rep 91,Rep 92,Rep 93,Rep 94,Rep 95,Rep 96,Rep 97,Rep 98,Rep 99,Rep 100
10000,,1333,1279,1289,1325,1841,1301,1295,1319,1291,1303,1295,1295,1304,1286,1252,1350,1309,1273,1294,1361,1371,1359,1843,1339,1369,1375,1321,1621,1350,1333,1354,1352,1368,1478,1424,1335,1358,1376,1326,1342,1414,1370,1335,1333,1517,1784,1333,1356,1411,1376,1361,1318,1493,1373,1346,1341,1399,1356,1360,1322,1334,1357,1371,1315,1295,1362,1311,1347,1429,1329,1364,1373,1337,1525,1480,1320,1357,1341,1312,1380,1345,1347,1477,1344,1360,1373,1344,1674,1367,1345,1371,1549,1355,1373,1392,1363,1398,1375,1692,1368
100000,,5593,6426,5794,5884,6313,5686,5725,5871,5927,5840,5792,5654,5687,5799,5843,5990,5768,5917,5904,5947,5741,6012,5958,5726,7084,5888,5920,5765,5922,6051,6064,5797,7136,6462,6517,5818,6005,5840,5952,5761,6001,5721,6778,5779,6007,5731,5964,5817,5794,5661,5849,5677,5910,5896,5930,6822,5739,6262,5696,5907,6438,6024,5753,5773,5863,6097,5983,5623,5810,5763,5967,5837,5778,6581,6445,6116,6024,5924,5652,5705,5789,5949,5981,5956,5852,5681,5943,5773,5858,6115,6590,6114,6014,5632,6081,6597,5692,5732,5917,5738
1000000,,45591,42170,42125,42249,42270,42087,42265,44840,42217,42447,41874,41909,42095,42104,41978,42140,42101,42143,42042,42033,42072,41829,42159,42211,42101,48285,42115,41968,42216,41979,41987,42382,42269,42083,41909,41952,41838,42139,42188,42348,42135,42018,42171,42455,48178,42331,42272,42102,42302,42200,42038,42263,42240,41879,42296,42134,41872,41824,42163,42285,42166,41963,41856,41857,42212,42248,41939,46046,42163,42268,42222,41989,42171,41846,42105,47909,42250,48751,42450,42124,42038,42090,42122,48150,42134,49498,42012,42237,42294,41851,41904,42152,42337,42230,41844,42088,42118,42181,41942,41999
10000000,,408846,409161,409328,408385,408716,411122,409084,408235,461151,409058,408545,409131,409221,408856,409458,466760,408950,408968,408938,409403,409478,408920,476558,462271,408597,408445,408758,408813,409522,408909,455302,408696,408211,408954,467508,408865,408903,408790,407864,474844,409018,407911,408993,408301,408423,408537,469640,408591,408325,408410
