#Points,,Rep 1,Rep 2,Rep 3,Rep 4,Rep 5,Rep 6,Rep 7,Rep 8,Rep 9,Rep 10,Rep 11,Rep 12,Rep 13,Rep 14,Rep 15,Rep 16,Rep 17,Rep 18,Rep 19,Rep 20,Rep 21,Rep 22,Rep 23,Rep 24,Rep 25,Rep 26,Rep 27,Rep 28,Rep 29,Rep 30,Rep 31,Rep 32,Rep 33,Rep 34,Rep 35,Rep 36,Rep 37,Rep 38,Rep 39,Rep 40,Rep 41,Rep 42,Rep 43,Rep 44,Rep 45,Rep 46,Rep 47,Rep 48,Rep 49,Rep 50,Rep 51,Rep 52,Rep 53,Rep 54,Rep 55,Rep 56,Rep 57,Rep 58,Rep 59,Rep 60,Rep 61,Rep 62,Rep 63,Rep 64,Rep 65,Rep 66,Rep 67,Rep 68,Rep 69,Rep 70,Rep 71,Rep 72,Rep 73,Rep 74,Rep 75,Rep 76,Rep 77,Rep 78,Rep 79,Rep 80,Rep 81,Rep 82,Rep 83,Rep 84,Rep 85,Rep 86,Rep 87,Rep 88,Rep 89,Rep 90,Rep 91,Rep 92,Rep 93,Rep 94,Rep 95,Rep 96,Rep 97,Rep 98,Rep 99,Rep 100
10000,,448,439,441,475,441,430,447,437,433,442,443,474,436,444,438,446,439,442,512,512,501,571,510,509,518,467,464,519,466,476,520,476,509,505,470,472,556,546,475,548,505,499,518,512,515,518,516,508,505,513,491,467,611,561,552,555,506,554,530,540,516,483,627,512,473,515,547,555,545,615,513,515,509,482,510,482,646,519,593,549,470,616,507,506,626,547,501,504,599,680,525,468,510,497,501,470,576,518,507,554
100000,,2333,2450,2321,2375,2342,2311,2374,2488,2396,2512,2475,2378,2340,2337,2357,2372,2366,2406,2504,2385,2384,2362,2534,2413,2380,2358,2680,2360,2400,2374,2335,2399,2360,2357,2542,2700,2367,2579,2389,2368,2358,2385,2339,2334,2364,2408,2353,2394,2322,2395,2387,2331,2394,2376,2336,2359,2367,2384,2588,2816,2372,2667,2373,2350,2390,2557,2426,2367,2348,2486,2552,2536,2377,2355,2503,2364,2369,2358,2360,2532,2362,2335,2331,2375,2349,2340,2346,2596,2384,2442,2383,2868,2412,2364,2364,2359,2523,2398,2381,2390
1000000,,20132,20095,20132,20205,20090,20175,20751,20131,20732,20066,20178,20235,20076,20102,20089,20110,20701,24303,20171,22559,20130,20100,20109,20118,20093,20136,20113,20056,20103,20079,20535,20105,20097,20625,20102,20109,20079,23569,20606,20601,20144,20101,20127,20084,20174,23320,20092,20103,20097,20088,20134,20131,20065,20061,20071,20115,20090,20157,20145,23121,23133,20127,21779,20621,20159,20137,20137,23731,20064,20053,23926,20088,23606,23323,23327,23540,20166,23586,20076,20148,20084,20554,24009,20080,20088,22569,20076,20059,20094,23241,20516,20147,23824,20092,20116,20100,23493,22775,20106,20106
10000000,,230657,193755,194433,193982,194192,193976,194455,227040,193808,232005,194495,193894,193781,228185,229367,194176,194045,194067,194115,193843,194281,194073,194240,194181,194179,193967,194191,194192,193884,229269,226650,224853,193976,194055,194104,194243,194283,193995,193883,194661,194060,194315,194179,193793,231993,194116,228733,193818,193981,221918,193998,193846,194077,227560,230997,193704,193994,193764,229935,193883,194400,193802,193983,193853,194065,193968,193880,193951,194047,230427,193730,229403,193777,194088,230273,193704,193956,227114,193770,194039,193947,193716,226663,193769,193856,193731,194087,194080,193717,194024,194074,194108,193686,193858,193769,194397,194117,194152,194177
