#Points,,Rep 1,Rep 2,Rep 3,Rep 4,Rep 5,Rep 6,Rep 7,Rep 8,Rep 9,Rep 10,Rep 11,Rep 12,Rep 13,Rep 14,Rep 15,Rep 16,Rep 17,Rep 18,Rep 19,Rep 20,Rep 21,Rep 22,Rep 23,Rep 24,Rep 25,Rep 26,Rep 27,Rep 28,Rep 29,Rep 30,Rep 31,Rep 32,Rep 33,Rep 34,Rep 35,Rep 36,Rep 37,Rep 38,Rep 39,Rep 40,Rep 41,Rep 42,Rep 43,Rep 44,Rep 45,Rep 46,Rep 47,Rep 48,Rep 49,Rep 50,Rep 51,Rep 52,Rep 53,Rep 54,Rep 55,Rep 56,Rep 57,Rep 58,Rep 59,Rep 60,Rep 61,Rep 62,Rep 63,Rep 64,Rep 65,Rep 66,Rep 67,Rep 68,Rep 69,Rep 70,Rep 71,Rep 72,Rep 73,Rep 74,Rep 75,Rep 76,Rep 77,Rep 78,Rep 79,Rep 80,Rep 81,Rep 82,Rep 83,Rep 84,Rep 85,Rep 86,Rep 87,Rep 88,Rep 89,Rep 90,Rep 91,Rep 92,Rep 93,Rep 94,Rep 95,Rep 96,Rep 97,Rep 98,Rep 99,Rep 100
10000,,1709,2003,743,1940,1992,797,1992,1954,738,734,1950,797,729,1950,732,736,732,1939,2209,2335,2210,812,796,810,2129,2549,2263,2163,2191,901,852,2239,1964,896,2614,2138,2130,822,2162,2147,820,2010,914,795,2216,900,1484,831,2051,937,800,791,858,833,2571,798,829,803,1076,2171,807,1133,2439,828,810,889,1545,800,2134,792,897,2005,2258,2107,901,1621,2235,2121,2208,2287,920,867,899,885,767,784,1343,829,776,829,2133,983,874,838,999,805,2128,2172,2101,2202
100000,,2932,2817,2817,3012,2783,2844,2737,2837,2716,2711,2685,2788,2913,2854,2653,2808,2867,3048,2728,2780,2771,3142,2776,2614,3022,2794,2852,2834,2986,2635,2715,2925,2813,2777,2980,3463,2806,2745,2890,2919,2969,2784,2748,2761,2901,2674,2668,2834,2861,2933,2706,2801,2697,2678,2893,2863,2880,2746,2724,2827,2978,3170,2736,2978,2685,2791,2812,2708,2902,2929,2902,2782,2974,2831,3338,2694,2755,2748,2871,2884,2712,2922,2848,2769,2665,2787,2720,2852,2780,2774,2977,3090,2732,2773,2782,2776,2756,2956,2882,3266
1000000,,40955,8032,8269,8147,8124,8071,8028,8159,8145,8058,8227,9915,8063,8059,8154,9685,8117,8037,8069,8155,8003,8046,8064,8102,8116,8010,9630,8075,8209,8087,8069,8116,8263,8016,8105,7984,8019,9143,8133,8090,7892,8083,8067,8106,8092,8061,8075,8058,8171,8088,8164,8094,8160,9501,8041,8073,8116,8010,8025,8145,8010,8013,8129,8131,8153,8016,8049,8183,8065,8151,8044,8376,9258,8068,8019,8155,9158,8063,8023,8077,8149,8058,8103,8079,8266,8141,8041,8455,8030,8126,8032,8033,8158,8186,8226,8089,8015,8134,8102,8111
10000000,,70397,70992,70757,74887,70478,70332,70723,70585,70683,70485,70537,70734,70517,70421,82271,70804,70704,70644,70518,70898,70619,70927,70909,71043,70417,70322,70639,70520,79831,70949,80914,70555,70810,70510,70399,70549,70778,75072,70490,70573,70791,70563,75238,70439,73172,70726,70879,75365,70701,126494,70533,70424,79792,70286,70791,82079,70513,71001,70356,70457,70388,70431,70425,70796,70514,70514,70492,70867,70560,70300,70493,70466,70325,70809,70554,70584,70708,70398,70367,70554,70514,70561,70720,70451,70852,70486,70400,70423,70356,70569,70314,70468,70413,70693,70510,70375,70494,81625,70511
