#Points,,Rep 1,Rep 2,Rep 3,Rep 4,Rep 5,Rep 6,Rep 7,Rep 8,Rep 9,Rep 10,Rep 11,Rep 12,Rep 13,Rep 14,Rep 15,Rep 16,Rep 17,Rep 18,Rep 19,Rep 20,Rep 21,Rep 22,Rep 23,Rep 24,Rep 25,Rep 26,Rep 27,Rep 28,Rep 29,Rep 30,Rep 31,Rep 32,Rep 33,Rep 34,Rep 35,Rep 36,Rep 37,Rep 38,Rep 39,Rep 40,Rep 41,Rep 42,Rep 43,Rep 44,Rep 45,Rep 46,Rep 47,Rep 48,Rep 49,Rep 50,Rep 51,Rep 52,Rep 53,Rep 54,Rep 55,Rep 56,Rep 57,Rep 58,Rep 59,Rep 60,Rep 61,Rep 62,Rep 63,Rep 64,Rep 65,Rep 66,Rep 67,Rep 68,Rep 69,Rep 70,Rep 71,Rep 72,Rep 73,Rep 74,Rep 75,Rep 76,Rep 77,Rep 78,Rep 79,Rep 80,Rep 81,Rep 82,Rep 83,Rep 84,Rep 85,Rep 86,Rep 87,Rep 88,Rep 89,Rep 90,Rep 91,Rep 92,Rep 93,Rep 94,Rep 95,Rep 96,Rep 97,Rep 98,Rep 99,Rep 100
10000,,1232,1404,1179,1180,1152,1211,1201,1191,1220,1246,1172,1198,1145,1224,991,1111,1187,1154,1185,1193,822,928,976,1115,1218,714,1143,1059,1044,1093,942,1132,1221,1004,1170,1313,1025,1232,1042,1025,1081,1146,1312,1272,1172,1021,1013,1024,1079,1088,1167,998,1148,1263,930,1177,1190,921,1149,991,940,783,1025,925,1227,982,971,1081,1063,1164,1159,998,966,1093,973,727,1193,1059,958,1068,925,1016,953,993,1188,1198,1062,973,1260,1215,955,1169,1176,1101,1124,1121,1108,1170,1121,1104
100000,,1609,1703,1889,1926,1687,1767,2063,1721,1943,1831,1672,1881,1683,1803,1951,2114,1940,1728,1807,1907,1838,2007,1879,1917,2016,1666,1924,2004,1945,1975,2083,2057,1809,1653,1981,1729,1851,1985,1841,1618,1598,1848,1935,1928,2022,2010,1654,1829,1592,1876,1952,1827,1956,2030,1851,1977,1715,1878,1649,1962,1829,1771,1894,2046,2083,2018,1892,1787,1924,1954,1996,1886,2077,1935,1909,1918,2013,1905,1959,1734,1862,1860,1949,1996,1817,1899,1643,1597,1884,1931,2000,2052,1980,1926,1953,1849,1748,1767,2035,1934
1000000,,10280,9967,10049,10004,10028,10136,10044,10082,10184,10064,10225,10537,10052,10557,10097,11269,11155,10261,10142,10655,10203,10127,10101,10060,10034,10075,10024,10092,10140,10541,11062,10402,10328,10482,10354,10070,10030,10109,10171,10387,10194,10177,10039,10043,10179,10050,10194,10024,10311,10077,10070,10151,10235,10063,10065,10152,10178,10253,10093,10412,10060,10105,10218,10081,10521,10131,10023,10047,10188,10271,10050,9960,10178,10162,10178,12151,10095,10222,10189,10099,10054,10270,10102,10151,10083,10027,10207,10055,10079,10164,10127,10099,10369,10067,10216,10325,10445,10082,10010,10342
10000000,,93670,108401,95883,93519,93463,93522,93656,93524,93469,93561,93621,93487,93508,93523,93654,93347,93688,93385,93561,93653,93651,93555,93398,93531,96791,93518,93586,93488,93474,93666,93545,93382,93627,93526,110875,93778,93518,93588,93758,108169,93673,93683,93898,93823,93495,93602,93807,93447,93564,93598,93603,93630,93601,93507,93831,93655,93549,93637,93475,93485,93471,111030,93651,93510,93424,93504,93621,93727,93533,93436,93724,93427,93674,93524,93727,93524,93810,93622,93600,93602,93685,93543,93522,93763,93380,93691,93281,93433,93757,93465,93758,93712,93772,93573,93687,93607,93755,93518,93691
