#Points,,Rep 1,Rep 2,Rep 3,Rep 4,Rep 5,Rep 6,Rep 7,Rep 8,Rep 9,Rep 10,Rep 11,Rep 12,Rep 13,Rep 14,Rep 15,Rep 16,Rep 17,Rep 18,Rep 19,Rep 20,Rep 21,Rep 22,Rep 23,Rep 24,Rep 25,Rep 26,Rep 27,Rep 28,Rep 29,Rep 30,Rep 31,Rep 32,Rep 33,Rep 34,Rep 35,Rep 36,Rep 37,Rep 38,Rep 39,Rep 40,Rep 41,Rep 42,Rep 43,Rep 44,Rep 45,Rep 46,Rep 47,Rep 48,Rep 49,Rep 50,Rep 51,Rep 52,Rep 53,Rep 54,Rep 55,Rep 56,Rep 57,Rep 58,Rep 59,Rep 60,Rep 61,Rep 62,Rep 63,Rep 64,Rep 65,Rep 66,Rep 67,Rep 68,Rep 69,Rep 70,Rep 71,Rep 72,Rep 73,Rep 74,Rep 75,Rep 76,Rep 77,Rep 78,Rep 79,Rep 80,Rep 81,Rep 82,Rep 83,Rep 84,Rep 85,Rep 86,Rep 87,Rep 88,Rep 89,Rep 90,Rep 91,Rep 92,Rep 93,Rep 94,Rep 95,Rep 96,Rep 97,Rep 98,Rep 99,Rep 100
1000000,,818634,782481,811378,811325,827348,858579,782598,747798,799069,1024162,717005,942164,897373,793179,784885,766702,786546,773122,834175,819817,914893,809186,831101,826140,880867,786550,818444,839369,778704,1091187,760218,814416,1032170,803913,860151,850412,890133,824320,771054,715335,828161,781799,834787,842387,829757,1020121,859561,821262,804410,813285,810767,1005842,997596,790787,932109,801107,761946,750311,896407,804640,994433,727650,705312,754737,1002217,709511,815097,894187,875307,821861,965499,826560,854833,766643,970014,746422,780206,795031,726592,615919,824825,898789,1014632,897260,818034,964352,842811,678847,739826,819707,680445,999014,803646,784568,824125,797578,1022605,910104,847968,1023519
10000000,,830267,825631,799942,798738,821478,829394,927528,854413,816333,1010394,1004491,1015998,1012686,1027258,852480,900691,799445,951446,828879,850691,790230,767014,837902,808595,795087,848411,847299,954699,881379,783585,822572,1022613,821508,788731,820079,814348,857487,1021297,1057602,800991,791762,849368,991824,836242,822892,830186,1008819,841777,974702,829102,828746,814278,847791,792061,839466,755912,800259,844532,797287,886362,808236,815716,1023458,780454,821013,805912,803399,805368,783200,830342,832303,831135,966012,836458,834139,782199,835345,840216,812136,770827,801938,927616,838376,800425,862554,846955,792389,796176,806855,835928,782805,1028471,807339,748760,862764,936874,967631,931805,813918
