#Points,,Rep 1,Rep 2,Rep 3,Rep 4,Rep 5,Rep 6,Rep 7,Rep 8,Rep 9,Rep 10,Rep 11,Rep 12,Rep 13,Rep 14,Rep 15,Rep 16,Rep 17,Rep 18,Rep 19,Rep 20,Rep 21,Rep 22,Rep 23,Rep 24,Rep 25,Rep 26,Rep 27,Rep 28,Rep 29,Rep 30,Rep 31,Rep 32,Rep 33,Rep 34,Rep 35,Rep 36,Rep 37,Rep 38,Rep 39,Rep 40,Rep 41,Rep 42,Rep 43,Rep 44,Rep 45,Rep 46,Rep 47,Rep 48,Rep 49,Rep 50,Rep 51,Rep 52,Rep 53,Rep 54,Rep 55,Rep 56,Rep 57,Rep 58,Rep 59,Rep 60,Rep 61,Rep 62,Rep 63,Rep 64,Rep 65,Rep 66,Rep 67,Rep 68,Rep 69,Rep 70,Rep 71,Rep 72,Rep 73,Rep 74,Rep 75,Rep 76,Rep 77,Rep 78,Rep 79,Rep 80,Rep 81,Rep 82,Rep 83,Rep 84,Rep 85,Rep 86,Rep 87,Rep 88,Rep 89,Rep 90,Rep 91,Rep 92,Rep 93,Rep 94,Rep 95,Rep 96,Rep 97,Rep 98,Rep 99,Rep 100
1000000,,801658,1020016,829968,1010950,832559,839717,872554,792539,747511,862912,956294,859210,790763,803322,894949,861466,818073,833450,805940,820208,751464,899577,818330,799095,809585,880582,821019,850743,775581,816491,716924,792178,865271,768348,800946,787210,897459,861042,833136,837825,1019355,824167,747664,808044,801864,823475,915127,673456,747945,833244,837446,818544,831693,792095,848226,759982,812319,1029077,823905,780174,976518,822947,724707,1015677,821930,837613,679135,814450,837792,922188,791452,898613,711731,873314,746542,778462,939856,821982,1081489,953234,765159,788093,841367,844585,828054,944773,835144,750634,828656,820185,879685,836630,859706,782603,737057,812411,762288,851606,846994,811581,790118
10000000,,799866,839467,790209,923146,855763,1013701,827300,797875,969416,981384,920877,803305,977252,752104,1011567,815521,800360,861592,836454,826847,962852,792318,1023169,1007576,1016907,799914,952695,1035472,829050,817440,809688,801949,836550,821637,843612,940907,796407,810294,1000905,1028421,987694,808117,931837,1026718,784500,803383,805368,819834,809559,1057188,824664,824416,1045490,822971,846225,832383,999231,810623,852233,822808,802978,940536,938370,835357,979993,808540,952450,815308,938386,824006,825308,808480,805511,824241,839478,799194,858777,812550,1006732,809327,793361,807385,976929,804656,876768,792614,822223,798215,1030400,964430,800015,806852,918241,792311,859682,810803,815032,804905,813364,824852
