#Points,,Rep 1,Rep 2,Rep 3,Rep 4,Rep 5,Rep 6,Rep 7,Rep 8,Rep 9,Rep 10,Rep 11,Rep 12,Rep 13,Rep 14,Rep 15,Rep 16,Rep 17,Rep 18,Rep 19,Rep 20,Rep 21,Rep 22,Rep 23,Rep 24,Rep 25,Rep 26,Rep 27,Rep 28,Rep 29,Rep 30,Rep 31,Rep 32,Rep 33,Rep 34,Rep 35,Rep 36,Rep 37,Rep 38,Rep 39,Rep 40,Rep 41,Rep 42,Rep 43,Rep 44,Rep 45,Rep 46,Rep 47,Rep 48,Rep 49,Rep 50,Rep 51,Rep 52,Rep 53,Rep 54,Rep 55,Rep 56,Rep 57,Rep 58,Rep 59,Rep 60,Rep 61,Rep 62,Rep 63,Rep 64,Rep 65,Rep 66,Rep 67,Rep 68,Rep 69,Rep 70,Rep 71,Rep 72,Rep 73,Rep 74,Rep 75,Rep 76,Rep 77,Rep 78,Rep 79,Rep 80,Rep 81,Rep 82,Rep 83,Rep 84,Rep 85,Rep 86,Rep 87,Rep 88,Rep 89,Rep 90,Rep 91,Rep 92,Rep 93,Rep 94,Rep 95,Rep 96,Rep 97,Rep 98,Rep 99,Rep 100
1000000,,776,937,769,740,726,744,743,731,731,733,718,728,733,731,716,781,759,772,783,734,740,739,725,745,732,739,731,769,752,748,737,735,819,730,726,737,784,724,751,745,723,738,744,728,762,751,721,769,759,718,739,723,749,736,723,792,774,717,717,781,730,729,743,729,742,729,718,741,725,769,768,719,746,729,719,719,767,710,739,719,723,736,716,722,742,716,735,773,772,739,729,727,744,978,718,733,808,769,798,746,763,750
10000000,,820,823,993,787,832,1034,840,809,945,828,818,810,837,824,815,844,830,804,812,810,833,933,819,911,829,801,866,807,812,827,825,789,812,815,908,809,806,905,808,846,1108,939,793,794,799,806,824,853,928,806,992,806,804,798,849,799,813,895,799,778,819,806,799,852,790,801,797,884,1102,823,803,1150,802,779,853,813,995,820,821,806,789,791,799,970,780,803,776,893,786,1043,1037,786,917,780,810,813,794,792,784,810,781,802
